entry_id,entry_team_name,manager_name,gameweek,element_id,player,position,club,player_cost,value_ratio,global_ownership,global_captain_percent,multiplier,is_captain,is_vice_captain,points_gw,points_applied,bench_points,transfer_cost,event_transfers,gross_points,minutes,status,opponent_team,kickoff_time,fixture_started,fixture_finished,goals_scored,assists,clean_sheets,saves,bonus,yellow_cards,red_cards,own_goals,penalties_saved,penalties_missed,bank,total_value
62221,Wirtz Case Scenario,John Sebastian,21,1,Raya,GK,Arsenal,5.9,1.02,33.1,4.5,1,False,False,6,6,,,,,90,played,Liverpool,2026-01-08T20:00:00Z,True,True,0,0,1,0,0,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,5,Gabriel,DEF,Arsenal,7.0,0.86,38.9,7.0,1,False,False,6,6,,,,,90,played,Liverpool,2026-01-08T20:00:00Z,True,True,0,0,1,0,0,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,575,Van de Ven,DEF,Spurs,4.6,0.0,26.1,2.6,1,False,False,0,0,,,,,90,played,Bournemouth,2026-01-07T19:30:00Z,True,True,0,0,0,0,0,1,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,295,Keane,DEF,Everton,4.7,1.06,4.0,1.2,1,False,False,5,5,,,,,82,played,Wolves,2026-01-07T19:30:00Z,True,True,1,0,0,0,0,0,1,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,683,Alderete,DEF,Sunderland,4.1,0.24,6.6,2.4,1,False,False,1,1,,,,,82,played,Brentford,2026-01-07T19:30:00Z,True,True,0,0,0,0,0,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,329,Wilson,MID,Fulham,6.1,1.48,24.2,5.8,1,False,False,9,9,,,,,90,played,Chelsea,2026-01-07T19:30:00Z,True,True,1,0,0,0,2,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,417,Cherki,MID,Man City,6.6,0.15,10.4,3.3,1,False,False,1,1,,,,,17,played,Brighton,2026-01-07T19:30:00Z,True,True,0,0,0,0,0,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,414,Foden,MID,Man City,8.4,0.24,15.0,2.3,1,False,False,2,2,,,,,72,played,Brighton,2026-01-07T19:30:00Z,True,True,0,0,0,0,0,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,16,Saka,MID,Arsenal,10.0,0.3,15.3,3.5,1,False,False,3,3,,,,,77,played,Liverpool,2026-01-08T20:00:00Z,True,True,0,0,1,0,0,0,0,,,,,
62221,Wirtz Case Scenario,John Sebastian,21,136,Thiago,FWD,Brentford,7.2,1.67,35.8,7.0,1,False,True,12,12,,,,,81,played,Sunderland,2026-01-07T19:30:00Z,True,True,2,0,1,0,3,1,0,,,,,
